employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
28615,Operations,region_15,Bachelor's,f,other,1,36,3,8,1,1,92,1
40318,Analytics,region_22,Bachelor's,f,other,1,28,4,5,0,0,84,1
39430,Sales & Marketing,region_16,Master's & above,m,other,1,45,5,5,1,0,51,1
39152,Operations,region_2,Below Secondary,f,sourcing,2,24,3,2,1,0,63,1
36587,Technology,region_16,Bachelor's,m,sourcing,1,50,1,6,0,0,78,0
15206,Operations,region_22,Bachelor's,f,other,2,31,3,4,1,0,55,1
27622,Operations,region_7,Bachelor's,m,sourcing,1,33,5,3,1,0,57,0
15971,Operations,region_13,Bachelor's,m,other,2,32,5,2,0,0,78,1
46026,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,36,1,8,0,0,53,0
11519,Finance,region_7,Bachelor's,m,other,1,32,5,9,1,0,57,0
44393,Procurement,region_2,Master's & above,f,sourcing,1,39,3,7,1,0,72,1
16465,Technology,region_8,Bachelor's,m,other,1,26,5,2,1,0,75,1
32635,HR,region_5,Bachelor's,m,sourcing,1,36,5,7,1,0,55,1
3797,Technology,region_22,Master's & above,f,other,2,47,5,4,1,0,79,1
54352,Analytics,region_30,Bachelor's,m,sourcing,1,30,3,6,1,0,87,1
16907,Procurement,region_11,Master's & above,m,other,1,39,3,9,0,0,83,1
20758,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,25,3,2,0,0,53,0
70572,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,26,5,2,1,0,52,1
33826,Sales & Marketing,region_28,Bachelor's,m,other,1,34,2,8,1,0,46,0
65202,Finance,region_23,Master's & above,m,other,1,36,5,8,1,1,87,1
46802,Procurement,region_20,Bachelor's,f,other,1,33,2,3,1,0,69,1
49899,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,30,5,6,0,0,52,0
9963,Finance,region_22,Bachelor's,m,sourcing,2,29,4,3,1,0,60,1
77164,Procurement,region_30,Bachelor's,m,sourcing,1,37,5,4,1,0,72,0
48667,Technology,region_2,Bachelor's,m,other,1,32,3,9,0,0,88,1
16259,Procurement,region_2,Master's & above,f,other,1,40,2,4,1,0,69,1
23777,R&D,region_22,Bachelor's,m,other,2,30,4,4,1,0,84,1
46890,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,39,5,3,1,0,51,0
75429,Sales & Marketing,region_13,Master's & above,f,sourcing,2,35,5,8,0,0,90,1
50295,Procurement,region_2,Master's & above,m,other,2,38,3,8,0,0,68,0
47061,Operations,region_2,Master's & above,m,sourcing,1,38,3,8,1,0,60,1
45651,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,28,3,6,1,0,47,1
32864,Procurement,region_7,Master's & above,f,other,2,33,2,7,0,0,68,0
1771,Technology,region_17,Bachelor's,m,other,1,39,4,14,0,0,88,1
76470,Technology,region_17,Bachelor's,f,other,1,32,5,4,1,0,95,1
74727,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,30,4,4,1,0,48,1
7491,Analytics,region_25,Bachelor's,m,other,3,30,5,5,1,0,78,1
38984,Analytics,region_22,Master's & above,m,other,2,37,2,8,0,0,90,0
33499,Operations,region_26,Bachelor's,m,sourcing,1,36,4,8,1,0,60,0
47085,Operations,region_23,Bachelor's,m,other,1,37,3,3,0,0,66,0
40957,Procurement,region_22,Master's & above,m,sourcing,1,39,3,9,0,0,70,0
22595,Operations,region_13,Master's & above,m,other,1,39,3,6,1,0,58,1
50596,Operations,region_2,Bachelor's,m,other,1,58,3,10,0,0,61,0
74110,Operations,region_7,Master's & above,f,other,1,51,5,6,1,0,65,0
67616,Sales & Marketing,region_22,Bachelor's,m,other,1,28,4,4,1,0,47,1
20306,Technology,region_7,Master's & above,f,other,1,43,1,7,0,0,75,0
21655,Operations,region_7,Bachelor's,m,other,1,34,5,6,1,0,57,0
39820,Sales & Marketing,region_25,Master's & above,m,other,1,33,5,4,0,0,91,1
55718,Legal,region_22,Bachelor's,m,other,1,35,3,6,0,0,61,0
75986,Operations,region_2,Master's & above,m,other,1,56,4,16,0,0,62,0
43685,Technology,region_26,Bachelor's,m,other,1,32,5,6,0,0,85,1
77996,Sales & Marketing,region_28,Bachelor's,m,other,1,34,3,9,1,0,48,0
54288,HR,region_2,Master's & above,f,sourcing,1,40,2,5,1,0,49,1
22601,Sales & Marketing,region_29,Bachelor's,f,other,1,27,5,3,1,1,44,1
9871,Sales & Marketing,region_22,Bachelor's,m,referred,1,28,3,3,1,0,50,1
44743,Analytics,region_22,Bachelor's,m,other,4,29,5,4,0,0,82,1
53126,Analytics,region_3,Bachelor's,m,sourcing,1,29,5,3,1,0,86,1
7828,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,33,1,8,0,0,51,0
47291,Sales & Marketing,region_12,Bachelor's,f,other,2,27,5,2,1,0,46,0
1988,Procurement,region_4,Master's & above,f,other,2,34,5,5,1,0,67,1
7765,Sales & Marketing,region_7,Bachelor's,m,other,1,27,3,2,0,0,52,0
67185,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,27,2,4,1,0,53,0
40339,Sales & Marketing,region_7,Master's & above,m,other,1,54,4,14,1,0,48,1
42439,Sales & Marketing,region_13,Bachelor's,m,other,1,26,5,2,1,0,47,1
58812,Sales & Marketing,region_31,Bachelor's,m,other,1,27,2,3,0,0,60,1
13885,Procurement,region_2,Master's & above,f,other,1,57,4,7,0,0,67,0
68113,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,33,3,9,0,0,49,0
23548,Procurement,region_27,Master's & above,f,sourcing,1,34,5,5,1,0,68,0
35524,Technology,region_22,Master's & above,m,other,2,56,3,14,0,0,85,0
65578,Sales & Marketing,region_2,Master's & above,m,other,1,43,5,9,1,0,49,1
36505,Technology,region_20,Bachelor's,m,sourcing,1,26,5,3,1,0,81,1
74981,Sales & Marketing,region_24,Master's & above,m,other,1,32,5,7,0,0,46,0
75999,Procurement,region_20,Bachelor's,m,other,2,31,5,2,0,1,84,1
59858,Technology,region_27,Master's & above,m,sourcing,1,32,3,3,0,0,78,0
51206,Operations,region_10,Bachelor's,m,other,1,28,3,8,0,0,58,0
37766,Sales & Marketing,region_23,Bachelor's,m,sourcing,2,34,3,8,0,0,50,0
44544,Analytics,region_22,Bachelor's,m,sourcing,1,30,3,6,0,0,84,0
56852,Sales & Marketing,region_2,Bachelor's,m,sourcing,4,42,3,5,0,0,47,0
40569,Procurement,region_19,Bachelor's,m,other,1,39,3,7,0,0,70,0
56043,Technology,region_2,Bachelor's,m,sourcing,2,42,3,10,1,0,82,1
25082,Procurement,region_2,Bachelor's,f,sourcing,2,32,5,3,0,0,79,1
56592,Operations,region_2,Bachelor's,m,other,1,50,3,17,1,0,61,1
44190,Procurement,region_15,Bachelor's,m,other,1,36,5,10,1,0,71,1
56183,Analytics,region_4,Master's & above,m,sourcing,3,37,5,9,1,1,89,1
1473,Operations,region_22,Below Secondary,m,other,1,23,5,1,1,0,62,0
69401,Technology,region_13,Master's & above,f,sourcing,1,36,3,4,0,0,83,1
65862,Operations,region_22,Master's & above,m,other,2,34,5,8,0,0,73,1
35426,Legal,region_2,Bachelor's,m,sourcing,3,34,3,3,0,0,58,0
49833,Sales & Marketing,region_16,Master's & above,m,other,1,33,4,4,0,0,61,1
51039,Technology,region_31,Master's & above,f,other,1,32,4,5,1,0,82,1
15115,Operations,region_2,Master's & above,m,sourcing,1,36,3,4,0,0,70,1
34220,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,56,4,7,0,0,42,0
51922,Sales & Marketing,region_28,Master's & above,m,sourcing,1,42,5,11,1,0,48,1
44647,Sales & Marketing,region_14,Master's & above,m,other,1,41,3,11,0,0,44,0
69598,Operations,region_15,Bachelor's,f,other,2,39,2,6,1,0,58,0
35628,Technology,region_2,Master's & above,f,other,2,40,3,10,0,0,81,0
65246,Technology,region_16,Bachelor's,f,other,1,29,4,1,1,0,78,1
3801,Procurement,region_23,Master's & above,f,sourcing,1,33,3,6,0,0,86,1
19709,Sales & Marketing,region_27,Master's & above,m,other,1,35,3,10,0,0,48,0
42518,Finance,region_2,Bachelor's,f,other,1,47,1,14,0,0,57,0
39439,Technology,region_2,Bachelor's,f,sourcing,2,34,5,7,0,0,82,1
44906,Procurement,region_2,Bachelor's,f,sourcing,1,35,3,4,0,0,82,1
22113,Legal,region_26,Bachelor's,m,other,1,27,3,2,1,0,58,1
54443,Sales & Marketing,region_23,Bachelor's,m,other,1,29,4,6,1,1,89,1
71789,Technology,region_4,Bachelor's,f,other,2,30,3,3,1,0,79,1
50938,HR,region_2,Master's & above,f,other,1,36,5,2,1,0,47,1
38958,Sales & Marketing,region_2,Bachelor's,f,other,4,26,1,1,0,0,51,0
77456,HR,region_2,Bachelor's,m,other,1,28,5,2,1,0,50,0
1178,Operations,region_6,Master's & above,m,other,1,35,5,2,1,0,66,1
22519,Operations,region_7,Bachelor's,m,sourcing,1,36,5,9,1,0,55,0
25624,Operations,region_15,Bachelor's,m,other,1,32,2,7,1,0,65,1
39556,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,27,3,2,0,0,49,0
7257,Procurement,region_11,Master's & above,f,other,1,32,4,6,0,0,70,0
9997,Sales & Marketing,region_13,Bachelor's,f,other,1,29,3,8,0,0,53,0
37233,Technology,region_31,Bachelor's,m,other,1,33,3,6,0,0,77,0
49426,Sales & Marketing,region_7,Master's & above,m,other,1,36,5,2,0,1,91,1
56588,Sales & Marketing,region_33,Bachelor's,m,sourcing,1,36,2,7,0,0,43,0
18758,Technology,region_31,Bachelor's,m,other,2,28,4,4,1,0,81,1
57724,Procurement,region_17,Bachelor's,m,sourcing,1,33,4,5,1,0,70,1
50276,Procurement,region_19,Bachelor's,f,other,1,31,5,5,0,0,82,1
14838,HR,region_7,Bachelor's,f,other,1,36,3,9,0,0,53,0
76938,Technology,region_28,Bachelor's,m,other,1,28,5,4,0,1,91,1
66656,Operations,region_19,Master's & above,m,other,1,37,3,4,1,0,58,1
76763,Operations,region_4,Bachelor's,f,other,1,29,5,7,0,0,68,1
50098,Operations,region_13,Bachelor's,m,other,1,28,3,2,1,0,57,1
75694,Finance,region_7,Master's & above,m,other,1,35,1,8,0,0,58,0
2829,Sales & Marketing,region_7,Master's & above,f,sourcing,2,35,1,8,0,0,50,0
26346,Sales & Marketing,region_2,Master's & above,f,sourcing,1,31,3,5,0,0,48,0
65517,Technology,region_26,Bachelor's,f,sourcing,1,26,5,2,0,0,81,1
31209,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,34,4,5,0,0,46,0
37569,Finance,region_30,Bachelor's,m,other,1,25,5,3,0,0,75,1
20438,Procurement,region_26,Bachelor's,m,other,1,38,4,3,1,0,69,1
36413,Sales & Marketing,region_28,Master's & above,m,other,1,43,3,11,1,0,55,1
70137,Operations,region_15,Bachelor's,m,other,1,44,3,4,1,0,60,1
60045,Technology,region_7,Bachelor's,f,sourcing,1,33,1,3,1,0,84,0
60885,Operations,region_7,Bachelor's,m,sourcing,3,28,4,2,1,0,62,1
55860,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,38,4,7,1,0,46,1
55037,Technology,region_2,Bachelor's,f,other,3,27,2,2,0,0,80,0
37081,Operations,region_4,Master's & above,f,sourcing,2,36,3,4,0,0,57,0
50226,Procurement,region_2,Master's & above,f,other,1,35,2,9,0,0,67,0
8398,Procurement,region_7,Bachelor's,f,other,1,31,1,7,1,0,73,1
78177,Operations,region_22,Master's & above,m,other,2,38,5,11,1,0,58,1
24806,Analytics,region_2,Master's & above,m,other,1,51,3,6,0,0,86,1
17071,Analytics,region_2,Bachelor's,m,sourcing,4,33,4,7,0,0,82,1
14918,Procurement,region_4,Master's & above,m,other,1,41,5,15,0,0,70,0
64014,Sales & Marketing,region_28,Master's & above,m,sourcing,1,36,4,4,1,1,92,1
35988,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,29,5,4,0,0,64,1
59233,Procurement,region_15,Master's & above,f,other,1,36,4,8,0,0,71,0
44675,Operations,region_27,Bachelor's,m,sourcing,1,40,3,7,1,0,58,1
4502,Sales & Marketing,region_7,Bachelor's,m,other,1,30,1,4,1,0,49,1
49032,Sales & Marketing,region_2,Bachelor's,m,other,1,44,5,15,0,0,52,0
744,Technology,region_31,Bachelor's,m,other,1,48,1,8,0,0,83,0
18744,Sales & Marketing,region_27,Bachelor's,m,other,1,31,5,7,0,0,61,1
30306,Finance,region_2,Bachelor's,m,other,2,36,5,9,0,0,59,0
72804,Sales & Marketing,region_28,Bachelor's,m,other,1,40,5,5,0,0,52,0
71422,Sales & Marketing,region_3,Master's & above,m,other,1,40,5,3,1,0,46,1
30642,Sales & Marketing,region_30,Bachelor's,m,other,2,31,3,7,0,0,48,0
7369,Finance,region_7,Bachelor's,m,other,1,29,2,6,1,0,92,1
23756,Sales & Marketing,region_26,Bachelor's,m,other,1,38,3,7,0,0,48,0
65212,Sales & Marketing,region_16,Master's & above,m,other,1,35,3,6,0,0,61,1
71394,Operations,region_16,Bachelor's,f,other,1,32,4,5,1,0,63,0
13284,Sales & Marketing,region_20,Bachelor's,m,other,2,30,5,5,1,0,51,1
17842,Technology,region_2,Bachelor's,m,other,2,27,3,2,0,1,88,1
65478,Technology,region_2,Master's & above,m,sourcing,2,46,3,3,1,0,80,1
37831,Analytics,region_7,Master's & above,m,other,1,42,3,5,1,0,82,1
72163,Operations,region_24,Bachelor's,f,sourcing,1,29,5,2,0,0,71,1
69918,Operations,region_4,Bachelor's,m,other,1,32,5,2,0,0,74,1
74595,Operations,region_2,Bachelor's,f,sourcing,2,42,3,18,0,0,59,0
53592,Operations,region_4,Bachelor's,m,sourcing,1,39,5,8,1,0,90,1
62252,Legal,region_2,Bachelor's,m,other,1,37,2,7,1,1,89,1
21019,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,37,1,7,0,0,53,0
53357,Sales & Marketing,region_25,Bachelor's,m,other,1,29,3,1,1,0,49,1
26649,Sales & Marketing,region_15,Bachelor's,m,other,1,45,1,4,0,0,50,0
65719,Procurement,region_17,Bachelor's,f,sourcing,1,33,5,8,1,0,73,0
30221,Operations,region_2,Master's & above,f,sourcing,1,50,2,8,0,0,61,0
37887,Sales & Marketing,region_2,Master's & above,m,other,2,42,3,17,0,0,52,0
10974,Procurement,region_2,Bachelor's,m,sourcing,2,55,5,6,0,0,86,1
10535,Procurement,region_2,Bachelor's,f,other,1,38,5,3,1,0,67,1
29469,Sales & Marketing,region_22,Bachelor's,f,other,1,37,1,10,0,0,46,0
68681,Procurement,region_15,Master's & above,m,other,2,35,3,7,0,0,74,0
30267,Sales & Marketing,region_27,Bachelor's,m,other,3,30,3,2,1,0,52,1
1935,Sales & Marketing,region_2,Master's & above,f,sourcing,3,33,1,4,0,0,46,0
15634,Analytics,region_15,Bachelor's,m,other,1,29,4,1,1,0,87,0
72206,Analytics,region_22,Bachelor's,m,other,1,28,5,2,1,0,85,1
29606,Procurement,region_2,Bachelor's,f,other,1,49,4,8,0,0,72,0
32656,Sales & Marketing,region_19,Bachelor's,m,other,1,40,4,7,0,0,52,0
43386,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,29,1,5,0,0,49,0
16939,Sales & Marketing,region_17,Bachelor's,m,other,1,31,4,3,0,0,60,1
49547,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,32,3,6,0,0,66,1
17152,Operations,region_23,Bachelor's,f,sourcing,1,32,5,9,1,0,56,1
72609,Sales & Marketing,region_21,Bachelor's,m,other,3,32,3,3,0,0,50,0
28250,Procurement,region_17,Bachelor's,m,sourcing,1,36,5,2,1,0,70,1
72517,Operations,region_21,Bachelor's,m,other,1,31,3,3,0,0,62,0
62466,Operations,region_22,Bachelor's,m,referred,1,29,4,5,0,0,64,0
14605,Legal,region_2,Master's & above,m,sourcing,1,53,3,19,0,0,60,0
27688,Sales & Marketing,region_4,Master's & above,f,other,1,36,3,4,1,0,48,1
3473,Operations,region_16,Bachelor's,m,other,1,29,3,3,0,0,66,0
20873,Operations,region_23,Bachelor's,f,sourcing,1,37,3,5,0,0,61,1
37801,Sales & Marketing,region_22,Master's & above,m,other,2,36,4,9,0,0,46,0
63620,Analytics,region_2,Bachelor's,m,sourcing,1,42,2,7,0,0,83,0
47836,Procurement,region_2,Master's & above,f,other,1,31,1,3,0,0,75,0
56674,Procurement,region_23,Master's & above,f,sourcing,1,34,5,7,0,0,86,1
63182,Technology,region_22,Master's & above,m,sourcing,2,38,4,3,0,0,79,0
57142,Sales & Marketing,region_4,Master's & above,f,sourcing,1,36,5,5,1,0,50,0
14225,Technology,region_31,Bachelor's,m,sourcing,1,47,4,15,0,0,76,0
63853,Sales & Marketing,region_34,Bachelor's,m,other,1,29,3,2,0,0,52,0
68330,Analytics,region_1,Bachelor's,m,other,2,30,5,4,1,0,84,1
35903,Finance,region_13,Master's & above,m,sourcing,1,40,5,4,0,0,58,0
66800,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,36,5,8,0,1,88,1
476,Analytics,region_1,Master's & above,m,sourcing,1,35,5,9,1,0,84,1
32859,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,26,5,2,1,0,46,1
11811,Technology,region_7,Master's & above,f,other,1,39,4,4,1,0,78,1
28327,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,31,1,5,0,0,58,1
47372,Procurement,region_2,Master's & above,f,sourcing,1,35,5,10,0,0,80,1
57201,Procurement,region_16,Master's & above,f,other,1,38,3,12,0,0,68,0
14220,Sales & Marketing,region_25,Master's & above,f,sourcing,1,37,3,7,0,0,50,0
67114,Sales & Marketing,region_14,Master's & above,m,other,1,45,3,7,0,0,54,0
20794,Operations,region_2,Bachelor's,m,other,1,32,5,6,0,0,67,1
39245,Operations,region_22,Bachelor's,m,other,2,33,3,6,0,0,60,0
9598,Sales & Marketing,region_16,Bachelor's,m,other,1,52,3,7,0,0,49,0
51537,Technology,region_22,Bachelor's,m,sourcing,3,29,4,5,0,0,90,1
59389,Procurement,region_2,Master's & above,m,other,2,60,5,32,1,0,69,1
21306,Sales & Marketing,region_31,Bachelor's,m,other,1,34,4,7,0,0,49,0
61279,Analytics,region_1,Master's & above,m,other,1,35,4,8,0,0,85,1
21278,Technology,region_13,Bachelor's,f,sourcing,1,35,4,4,1,0,82,1
26577,Analytics,region_11,Bachelor's,m,other,1,30,2,7,1,0,98,1
21012,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,29,1,2,0,0,48,0
23626,Technology,region_2,Bachelor's,f,sourcing,1,31,2,8,1,0,81,1
22265,Operations,region_15,Bachelor's,f,sourcing,1,40,4,12,1,0,55,0
58259,Operations,region_32,Bachelor's,m,other,1,31,5,4,1,0,62,0
46576,Finance,region_28,Bachelor's,m,other,1,25,3,2,1,0,63,1
37515,Analytics,region_4,Bachelor's,m,other,1,31,3,7,1,0,88,1
61898,R&D,region_7,Master's & above,m,other,1,38,5,5,1,0,84,1
16204,Procurement,region_2,Bachelor's,f,sourcing,1,39,5,2,1,0,69,1
8928,Sales & Marketing,region_4,Master's & above,m,other,1,36,3,2,0,0,65,1
49474,Operations,region_15,Bachelor's,f,sourcing,1,39,4,8,0,0,74,1
40069,Operations,region_22,Bachelor's,m,referred,1,27,2,2,1,0,63,1
34373,Analytics,region_25,Master's & above,m,sourcing,1,36,3,5,1,0,84,0
55514,Technology,region_7,Master's & above,m,other,1,33,5,7,0,0,81,1
9256,Sales & Marketing,region_25,Master's & above,m,other,1,40,5,2,1,1,90,1
24960,Procurement,region_28,Master's & above,m,sourcing,1,36,3,7,0,0,71,0
46423,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,43,2,8,0,0,50,0
29582,Operations,region_22,Bachelor's,m,sourcing,1,25,4,3,1,0,60,0
41036,Sales & Marketing,region_23,Bachelor's,m,sourcing,4,36,1,5,0,0,50,0
37147,Operations,region_8,Bachelor's,f,other,1,32,1,7,0,0,61,0
14432,Operations,region_15,Bachelor's,m,other,1,37,5,10,1,0,60,0
13970,Operations,region_33,Master's & above,m,other,1,36,3,4,0,0,60,0
45255,Technology,region_17,Bachelor's,m,other,1,32,4,3,1,0,83,1
39581,Procurement,region_21,Bachelor's,m,other,1,29,5,2,1,0,89,1
54250,Technology,region_5,Bachelor's,m,other,1,33,5,4,1,0,81,1
54664,Technology,region_4,Bachelor's,f,other,1,33,3,10,0,0,84,0
42476,Technology,region_26,Bachelor's,m,other,2,39,5,5,0,0,90,1
42509,Sales & Marketing,region_3,Bachelor's,m,other,1,29,3,7,1,1,48,1
47292,Operations,region_2,Bachelor's,m,sourcing,1,42,2,12,0,0,92,1
78124,Sales & Marketing,region_27,Bachelor's,m,other,2,34,1,7,0,0,48,0
34377,Procurement,region_22,Master's & above,m,other,1,38,3,5,0,0,83,1
50395,Sales & Marketing,region_11,Bachelor's,m,other,1,31,4,7,0,0,53,0
15018,Procurement,region_2,Bachelor's,f,other,2,30,1,8,1,0,67,0
10342,Operations,region_2,Bachelor's,f,other,1,33,1,6,0,0,57,0
19901,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,43,2,4,1,0,91,1
29076,Analytics,region_22,Bachelor's,m,other,1,31,2,3,0,0,86,0
16303,Sales & Marketing,region_16,Bachelor's,m,other,1,35,3,10,0,0,51,0
6183,Operations,region_23,Bachelor's,m,other,1,29,5,6,0,1,71,1
46227,Legal,region_22,Bachelor's,f,other,1,27,3,4,0,0,58,0
69075,Procurement,region_2,Bachelor's,m,other,3,40,3,4,1,0,68,1
77713,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,34,5,6,1,1,93,1
39460,Operations,region_6,Bachelor's,f,sourcing,1,29,3,2,0,0,60,0
10450,Operations,region_2,Bachelor's,m,other,1,48,5,2,1,0,59,0
75936,R&D,region_26,Bachelor's,m,other,2,36,5,3,1,0,79,1
40235,Sales & Marketing,region_12,Bachelor's,f,other,1,27,5,3,1,0,50,0
66593,Operations,region_25,Bachelor's,m,sourcing,1,32,3,8,1,0,89,1
62259,Sales & Marketing,region_9,Master's & above,m,sourcing,1,34,1,3,0,0,46,0
30619,Operations,region_2,Bachelor's,m,other,1,49,5,20,1,0,60,0
30882,HR,region_22,Bachelor's,f,referred,1,29,3,4,1,0,49,1
39853,HR,region_2,Master's & above,f,sourcing,1,43,3,13,0,0,65,1
48414,Finance,region_4,Master's & above,f,other,1,35,3,11,1,0,98,1
8122,Procurement,region_13,Bachelor's,m,sourcing,2,30,3,8,0,0,71,0
23871,Operations,region_4,Master's & above,m,other,1,31,5,7,1,0,57,1
43433,Operations,region_4,Bachelor's,m,other,1,33,5,8,1,0,86,1
38971,Analytics,region_22,Bachelor's,f,other,4,27,1,5,1,0,79,1
40210,Technology,region_7,Master's & above,m,sourcing,1,35,5,4,1,0,68,1
61733,Procurement,region_7,Master's & above,m,other,1,37,5,3,1,0,69,0
70080,Procurement,region_2,Master's & above,f,other,1,34,5,8,1,0,69,1
28516,Analytics,region_22,Bachelor's,m,sourcing,1,34,4,3,0,0,83,0
75992,Sales & Marketing,region_22,Bachelor's,m,other,1,26,4,2,1,0,51,1
64387,Sales & Marketing,region_15,Bachelor's,f,other,1,24,2,2,0,0,48,0
58009,Technology,region_26,Bachelor's,f,other,1,36,5,3,0,0,93,1
16149,Analytics,region_22,Bachelor's,m,other,1,34,3,3,0,0,89,1
40206,Operations,region_2,Bachelor's,m,other,2,32,4,5,1,0,56,0
66261,Analytics,region_22,Bachelor's,m,referred,1,33,4,5,0,0,81,0
11315,Operations,region_13,Bachelor's,m,other,2,38,5,4,1,0,60,1
47369,Sales & Marketing,region_2,Master's & above,m,other,1,45,4,15,0,0,92,1
70411,Sales & Marketing,region_4,Bachelor's,m,other,1,38,1,7,0,0,49,0
67171,Procurement,region_2,Bachelor's,f,other,5,30,3,3,0,0,74,0
17676,Procurement,region_2,Bachelor's,m,sourcing,1,28,3,3,1,1,75,0
27613,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,37,5,3,1,0,49,1
29054,Sales & Marketing,region_20,Master's & above,m,other,3,31,1,4,0,0,46,0
55909,Sales & Marketing,region_1,Master's & above,m,other,1,39,3,3,1,0,45,1
14455,Operations,region_22,Bachelor's,m,sourcing,2,34,3,8,1,0,58,1
42690,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,33,3,7,1,0,96,1
51179,Sales & Marketing,region_4,Master's & above,m,sourcing,1,34,5,3,0,0,63,1
3878,Finance,region_13,Bachelor's,m,other,1,36,3,4,0,0,70,1
42293,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,43,1,16,0,0,49,0
3033,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,31,2,2,0,0,62,1
30254,Procurement,region_2,Bachelor's,f,sourcing,1,33,5,10,1,0,70,1
37347,Analytics,region_11,Bachelor's,m,other,1,29,4,3,1,0,83,0
47980,HR,region_23,Bachelor's,f,other,1,30,5,5,0,0,43,0
10915,Finance,region_11,Bachelor's,f,sourcing,1,31,5,3,0,0,61,0
69137,Sales & Marketing,region_28,Bachelor's,m,other,1,37,4,3,1,0,63,1
62476,Technology,region_28,Master's & above,m,sourcing,1,34,3,2,1,1,80,1
20048,Sales & Marketing,region_22,Bachelor's,m,other,2,27,4,4,1,0,53,1
2702,Sales & Marketing,region_22,Bachelor's,m,other,1,34,5,7,0,1,68,1
21475,Sales & Marketing,region_2,Bachelor's,m,other,1,46,4,8,0,0,48,0
67553,Finance,region_2,Below Secondary,m,other,1,25,3,2,1,0,61,0
56027,Technology,region_33,Bachelor's,m,other,1,32,3,6,0,0,90,1
21547,Analytics,region_23,Bachelor's,m,sourcing,3,29,2,6,0,0,86,0
32997,Technology,region_27,Master's & above,m,other,1,41,1,7,0,0,79,0
62954,Sales & Marketing,region_31,Bachelor's,m,other,1,31,3,6,0,0,50,0
45256,Procurement,region_10,Bachelor's,m,other,3,30,1,3,1,0,67,0
69237,Procurement,region_2,Bachelor's,m,sourcing,1,38,4,5,0,0,72,0
71338,Sales & Marketing,region_7,Bachelor's,m,other,1,44,3,6,1,0,51,1
55901,Sales & Marketing,region_10,Master's & above,m,other,1,44,3,17,1,0,50,1
75193,Operations,region_4,Bachelor's,f,other,2,45,2,12,1,0,62,1
40108,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,40,1,7,0,0,51,0
61958,Legal,region_22,Bachelor's,m,other,1,30,2,5,1,0,54,0
74852,Technology,region_15,Master's & above,m,sourcing,1,41,2,11,1,0,79,1
28835,Procurement,region_13,Master's & above,m,other,1,36,5,10,1,0,69,1
26584,Analytics,region_7,Bachelor's,m,other,1,29,3,5,1,0,81,0
8520,Procurement,region_22,Bachelor's,m,sourcing,2,31,4,6,0,0,74,0
17880,Procurement,region_2,Bachelor's,f,other,1,30,5,3,1,0,69,0
70609,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,30,5,4,1,0,53,1
53735,Operations,region_24,Bachelor's,f,other,1,32,3,5,1,0,60,0
42364,Operations,region_24,Bachelor's,f,other,1,32,3,3,1,0,59,1
12509,Procurement,region_7,Bachelor's,f,other,1,28,5,4,1,0,68,1
55123,Operations,region_19,Bachelor's,m,other,1,40,3,5,1,0,57,1
44905,Procurement,region_19,Bachelor's,m,sourcing,1,38,5,3,1,0,70,1
63773,Procurement,region_17,Bachelor's,f,other,1,53,3,20,0,0,64,0
1999,Procurement,region_23,Bachelor's,f,other,1,30,1,8,0,0,70,0
68628,HR,region_2,Bachelor's,f,other,1,48,4,6,0,0,50,0
59969,Operations,region_16,Master's & above,m,other,1,34,5,8,1,1,87,1
73347,Procurement,region_2,Bachelor's,m,sourcing,1,31,5,8,0,0,93,1
67585,Technology,region_26,Bachelor's,m,sourcing,1,49,3,3,1,0,79,1
